URL,Title,Price,Sale,Saving,availability,usage,stock #,length,width,height,tilt bed,color,gvwr,style,trim color,payload capacity,length overall
"('https://www.onestoptrailershop.com/inventory/2026-high-country-trailers-7x18-aluminum-car-trailer-utility-trailer-with-upgrades-9990lb-gvwr-barrington-nh-03825-13722965i', None)",20267x18 aluminum car trailer utility trailer with upgrades 9990lb gvwrHigh Country Trailers,"$7,499.00",False,,In Stock,New,54589,,,,,silver,,,silver,,
"('https://www.onestoptrailershop.com/inventory/2026-covered-wagon-5x10-enclosed-trailer-with-barn-doors-and-extra-height-barrington-nh-03825-13710765i', None)",20265x10 enclosed trailer with barn doors and extra heightCovered Wagon,"$3,999.00",False,,In Stock,New,06227,10 ft. 0 in.,,66 ft. 0 in.,,,,Enclosed,,,
"('https://www.onestoptrailershop.com/inventory/2026-anvil-trailers-85x20-enclosed-car-trailer-extra-height-9990lb-gvwr-charcoal-grey-barrington-nh-03825-13720838i', None)",20268.5x20 enclosed car trailer extra height 9990lb gvwr charcoal greyAnvil Trailers,"$10,599.00",False,,In Stock,New,40887,20 ft. 0 in.,,7 ft. 0 in.,,,,Enclosed,,,
"('https://www.onestoptrailershop.com/inventory/2024-bintelli-nexus-4p-lifted-mint-green-barrington-nh-03825-13382583i', None)",2024Nexus 4p Lifted Mint greenBintelli,"$13,300.00",True,"You Save $4,795.00",In Stock,New,09877,,,,,Green,,,,,
"('https://www.onestoptrailershop.com/inventory/2024-bintelli-nexus-4p-lifted-loaded-hydro-blue-barrington-nh-03825-13382591i', None)",2024Nexus 4p lifted loaded hydro blueBintelli,"$13,300.00",True,"You Save $4,795.00",In Stock,New,06600,,,,,,,,,,
"('https://www.onestoptrailershop.com/inventory/2024-bintelli-nexus-4f-street-legal-golf-cart-lsv-mint-green-loaded-barrington-nh-03825-13382595i', None)",2024Nexus 4f street legal golf cart lsv mint green loadedBintelli,"$13,500.00",True,"You Save $3,499.00",In Stock,1 Miles,00Nexus4f,,,,,,,,,,
"('https://www.onestoptrailershop.com/inventory/2026-quality-trailers-7x20-power-tilt-equipment-trailer-14000lb-gvwr-barrington-nh-03825-13670300i', None)","20267x20 power tilt equipment trailer 14,000lb gvwrQuality Trailers","$8,799.00",True,"You Save $1,500.00",In Stock,New,53292,20 ft. 0 in.,6 ft. 11 in.,1 ft. 8 in.,,,,,,,
"('https://www.onestoptrailershop.com/inventory/2026-quality-steel-aluminum-products-llc-7x20-14000lb-gvwr-equipment-trailer-power-tilt-barrington-nh-03825-13670322i', None)","20267x20 14,000lb gvwr equipment trailer power tiltQuality Steel & Aluminum Products, LLC","$8,799.00",True,"You Save $1,500.00",In Stock,New,53294,20 ft. 0 in.,6 ft. 11 in.,1 ft. 8 in.,,,,,,,
"('https://www.onestoptrailershop.com/inventory/2024-high-country-trailers-2024-7x22-adventure-trailer-9990lb-gvwr-aluminum-car-hauler-camper-trailer-custom-barrington-nh-03825-13382607i', None)",20242024 7x22 adventure trailer 9990lb gvwr aluminum car hauler camper trailer custom,"$20,500.00",True,"You Save $7,999.00",In Stock,New,41104,22,7,6.833333333333333,,,,,,,
"('https://www.onestoptrailershop.com/inventory/2024-rance-aluminum-trailers-85x20-extra-height-9990lb-aluminum-enclosed-car-trailer-barrington-nh-03825-13382610i', None)",20248.5X20 EXTRA HEIGHT 9990LB ALUMINUM ENCLOSED CAR TRAILERRance Aluminum Trailers,"$15,999.00",True,"You Save $2,300.00",In Stock,New,35855,20,8.5,7.5,,,,,,,
"('https://www.onestoptrailershop.com/inventory/2026-nitro-6x10-enclosed-cargo-trailers-flat-front-with-rear-ramp-side-door-aluminum-torsion-axle-barrington-nh-03825-13669778i', None)",20266x10 enclosed cargo trailers flat front with rear ramp & side door aluminum torsion axle,"$6,250.00",True,"You Save $1,013.00",In Stock,New,09535,10,6,6.25,,,,,,,
"('https://www.onestoptrailershop.com/inventory/2026-legend-trailers-7x16-extra-height-cargo-trailer-torsion-axles-with-black-out-trim-package-and-extra-height-barrington-nh-03825-13669819i', None)",20267x16 extra height cargo trailer torsion axles with black out trim package and extra height,"$9,399.00",True,You Save $850.00,In Stock,New,15824,,,,,black,7000,,,4553,
"('https://www.onestoptrailershop.com/inventory/2026-anvil-trailers-4x6-barn-door-enclosed-cargo-trailer-white-barrington-nh-03825-13669857i', None)",20264X6 Barn door enclosed cargo trailer whiteAnvil Trailers,"$2,799.00",True,You Save $700.00,In Stock,New,40627,6,4,4,,,,,,,
"('https://www.onestoptrailershop.com/inventory/2026-anvil-trailers-7x16-extra-height-enclosed-cargo-trailer-black-out-with-e-trac-barrington-nh-03825-13669876i', None)",20267x16 extra height enclosed cargo trailer black out with e tracAnvil Trailers,"$8,650.00",True,"You Save $1,449.00",In Stock,New,06219,16,7,7,,,,,,,
"('https://www.onestoptrailershop.com/inventory/2025-durabull-trailers-85x20-999lb-gvwr-lauminum-car-hauler-with-black-out-tirm-package-barrington-nh-03825-13382077i', None)",20258.5X20 999LB GVWR LAUMINUM CAR HAULER WITH BLACK OUT TIRM PACKAGE,"$14,999.00",True,"You Save $2,250.00",In Stock,New,00515,20,8.5,6.5,,,,,,,
"('https://www.onestoptrailershop.com/inventory/2025-nitro-65x12-aluminum-utility-trailer-with-torsion-axle-barrington-nh-03825-13381932i', None)",20256.5x12 aluminum utility trailer with torsion axleNitro,"$4,199.00",True,You Save $500.00,In Stock,New,09092,12,6.666666666666667,1.5,,,,,,,
"('https://www.onestoptrailershop.com/inventory/2025-nitro-65x12-aluminum-utility-trailer-with-torsion-axle-barrington-nh-03825-13381933i', None)",20256.5x12 aluminum utility trailer with torsion axleNitro,"$3,999.00",True,You Save $500.00,In Stock,New,09093,12,6.666666666666667,1.5,,,,,,,
"('https://www.onestoptrailershop.com/inventory/2024-high-country-trailers-7x14-tilt-utility-trailer-all-aluminum-barrington-nh-03825-13382600i', None)",20247x14 Tilt utility trailer all aluminumHigh Country Trailers,"$4,599.00",True,"You Save $1,000.00",In Stock,New,32531,14,7,,,Silver,,,,,
"('https://www.onestoptrailershop.com/inventory/2024-high-country-trailers-7x12-flex-haul-tilt-utility-trailer-all-aluminum-barrington-nh-03825-13382601i', None)",20247x12 flex haul tilt utility trailer all aluminumHigh Country Trailers,"$4,299.00",True,"You Save $1,200.00",In Stock,New,23116,12,6.75,1.5,,,,,,,
"('https://www.onestoptrailershop.com/inventory/2024-high-country-trailers-7x12-flex-haul-tilt-utility-trailer-all-aluminum-barrington-nh-03825-13382602i', None)",20247x12 flex haul tilt utility trailer all aluminumHigh Country Trailers,"$4,299.00",True,"You Save $1,200.00",In Stock,New,23115,12,6.75,1.5,,,,,,,
"('https://www.onestoptrailershop.com/inventory/2026-wolverine-6x12-aluminum-utility-trailer-with-ramps-barrington-nh-03825-13670015i', None)",20266x12 aluminum utility trailer with rampsWolverine,"$3,799.00",True,You Save $600.00,In Stock,New,58344,12,6,1.6666666666666665,,,,,,,
"('https://www.onestoptrailershop.com/inventory/2025-watchdog-7x14-commercial-grade-dump-trailer-battleship-grey-barrington-nh-03825-13381978i', None)",20257x14 commercial grade Dump trailer battleship greyWatchdog,"$12,499.00",True,"You Save $1,000.00",In Stock,New,54577,14,7,2,,,,,,,
"('https://www.onestoptrailershop.com/inventory/2024-extreme-road-trail-xrt-424-55x9-dump-with-24-inch-sides-and-tarp-kit-barrington-nh-03825-13382578i', None)",2024Xrt 424 5.5x9 dump with 24 inch sides and tarp kitExtreme Road & Trail,"$6,350.00",True,"You Save $1,149.00",In Stock,New,01610,9,5.5,2,,,,,,,
"('https://www.onestoptrailershop.com/inventory/2024-high-country-trailers-7x14-14k-gvwr-aluminum-dump-trailer-high-sides-barrington-nh-03825-13382611i', None)",20247x14 14k gvwr aluminum dump trailer high sidesHigh Country Trailers,"$18,999.00",True,"You Save $3,000.00",In Stock,New,39332,14,7,4,,,,,,,
"('https://www.onestoptrailershop.com/inventory/2026-quality-steel-aluminum-products-llc-7x14-14000lb-gvwr-dump-trailer-with-2-foot-sides-barrington-nh-03825-13670275i', None)","20267x14 14,000lb gvwr dump trailer with 2 foot sidesQuality Steel & Aluminum Products, LLC","$9,499.00",True,"You Save $1,200.00",In Stock,New,67209,14,7,2,,,,,,,
"('https://www.onestoptrailershop.com/inventory/2024-nitro-101x12-hybrid-snowmobile-trailer-loaded-barrington-nh-03825-13382614i', None)",2024101x12 hybrid snowmobile trailer loadedNitro,"$6,799.00",True,"You Save $1,200.00",In Stock,New,06092,12 ft. 0 in.,8 ft. 6 in.,,,White,,,,,
"('https://www.onestoptrailershop.com/inventory/2026-nitro-101x12-nitro-bcx-snowmobile-trailer-multi-purpose-use-barrington-nh-03825-13670441i', None)",2026101x12 Nitro BCX snowmobile trailer multi purpose useNitro,"$8,499.00",True,You Save $750.00,In Stock,New,09296,12 ft. 0 in.,8 ft. 5 in.,5 ft. 10 in.,,,,,,,
"('https://www.onestoptrailershop.com/inventory/2026-nitro-101x14-back-country-x-snowmobile-or-atv-trailer-aluminum-hybrid-multisport-trailer-barrington-nh-03825-13670447i', None)",2026101X14 back country x snowmobile or atv trailer aluminum hybrid multisport trailer,"$10,799.00",True,"You Save $1,500.00",In Stock,New,09597,14 ft. 0 in.,8 ft. 5 in.,6 ft. 7 in.,,,,,,,
"('https://www.onestoptrailershop.com/inventory/2026-nitro-66x12-hybrid-snowmobile-trailer-with-mats-and-guides-1-place-trailer-barrington-nh-03825-13730879i', None)",202666X12 HYBRID SNOWMOBILE TRAILER WITH MATS AND GUIDES 1 PLACE TRAILER,"$6,399.00",False,,In Stock,New,09926,12 ft. 0 in.,,,No,,,Single Axle,,,
"('https://www.onestoptrailershop.com/inventory/2023-lightning-101x14-aluminum-snowmobile-trailer-tandem-axle-with-mats-guides-left-over-barrington-nh-03825-13794411i', None)",2023101X14 ALUMINUM SNOWMOBILE TRAILER TANDEM AXLE WITH MATS & GUIDES LEFT OVER,"$10,499.00",False,,In Stock,New,85647,14 ft. 0 in.,,5 ft. 6 in.,,,,Dual Axle,,,
"('https://www.onestoptrailershop.com/inventory/2026-nitro-101x12-bcx-snowmobile-trailer-with-black-out-trim-package-silver-frost-exterior-barrington-nh-03825-13822396i', None)",2026101x12 BCX Snowmobile trailer with black out trim package silver frost exterior,"$8,499.00",False,,In Stock,New,09827,,,,,Silver,,,Black,,
"('https://www.onestoptrailershop.com/inventory/2026-anvil-trailers-5x8-enclosed-cargo-trailer-with-side-door-and-rear-ramp-black-barrington-nh-03825-13734690i', None)",20265x8 Enclosed Cargo Trailer with side door and rear ramp BlackAnvil Trailers,"$3,699.00",False,,In Stock,,40359,8 ft. 0 in.,5 ft. 0 in.,5 ft. 0 in.,,,,Single Axle,,,
"('https://www.onestoptrailershop.com/inventory/2026-covered-wagon-85x16-extra-height-enclosed-cargo-trailer-with-wall-e-trac-and-poly-core-siding-rear-ramp-door-barrington-nh-03825-13714057i', None)",20268.5x16 extra height enclosed cargo trailer with wall e trac and poly core siding rear ramp door,"$9,699.00",False,,In Stock,New,06222,16 ft. 0 in.,,90 ft. 0 in.,,,,Enclosed,,,
"('https://www.onestoptrailershop.com/inventory/2026-covered-wagon-85x16-extra-height-enclosed-cargo-trailer-with-wall-e-trac-and-poly-core-siding-rear-ramp-door-barrington-nh-03825-13714065i', None)",20268.5x16 extra height enclosed cargo trailer with wall e trac and poly core siding rear ramp door,"$9,699.00",False,,In Stock,,06223,16 ft. 0 in.,102 ft. 0 in.,90 ft. 0 in.,,,,Enclosed,,,
"('https://www.onestoptrailershop.com/inventory/2026-anvil-trailers-7x14-enclosed-cargo-trailer-with-rear-ramp-barrington-nh-03825-13734219i', None)",20267X14 ENCLOSED CARGO TRAILER WITH REAR RAMPAnvil Trailers,"$7,199.00",False,,In Stock,,40991,14 ft. 0 in.,7 ft. 0 in.,6 ft. 3 in.,,,,Enclosed,,,
"('https://www.onestoptrailershop.com/inventory/2023-maxx-d-102x24-gooseneck-drive-over-fenders-low-profile-17500-gvwr-like-new-barrington-nh-03825-13670329i', None)",2023102X24 GOOSENECK DRIVE OVER FENDERS LOW PROFILE 17500 GVWR LIKE NEW,"$11,999.00",True,"You Save $3,800.00",In Stock,Used,23maxxd,24 ft. 0 in.,8 ft. 6 in.,2 ft. 0 in.,,,,,,,
"('https://www.onestoptrailershop.com/inventory/2026-nitro-75x16-aluminum-contractor-trailer-with-black-out-trim-package-barrington-nh-03825-13670761i', None)",20267.5X16 ALUMINUM CONTRACTOR TRAILER WITH BLACK OUT TRIM PACKAGENitro,"$13,799.00",True,"You Save $2,096.00",In Stock,New,09493,16,7.5,6.833333333333333,,,,,,,
"('https://www.onestoptrailershop.com/inventory/2025-hoooroo-7x16-extra-height-enclosed-cargo-trailer-red-with-blackout-trim-package-barrington-nh-03825-13381913i', None)",20257x16 extra height enclosed cargo trailer red with blackout trim packageHoooroo,"$7,799.00",True,You Save $400.00,In Stock,New,01715,16,7,7,,,,,,,
"('https://www.onestoptrailershop.com/inventory/2025-nitro-75x16-aluminum-cargo-trailer-with-spoiler-extra-height-barrington-nh-03825-13381914i', None)",20257.5x16 aluminum cargo trailer with spoiler & extra heightNitro,"$10,999.00",True,"You Save $1,000.00",In Stock,New,09109,,,,,Black,7000,,,5250,
"('https://www.onestoptrailershop.com/inventory/2024-legend-trailers-7x14-extra-height-aluminum-enclosed-cargo-trailer-sxs-atv-or-motorcycle-barrington-nh-03825-13382098i', None)",20247x14 extra height aluminum enclosed cargo trailer sxs atv or motorcycleLegend Trailers,"$10,999.00",True,"You Save $2,200.00",In Stock,New,04395,14,7,7,,,,,,,
"('https://www.onestoptrailershop.com/inventory/2025-covered-wagon-7x16-contractor-trailer-with-barn-doors-and-ladder-racks-barrington-nh-03825-13382454i', None)",20257x16 contractor trailer with barn doors and ladder racksCovered Wagon,"$8,799.00",True,You Save $700.00,In Stock,New,00571,16,7,6.5,,,,,,,
"('https://www.onestoptrailershop.com/inventory/2024-nitro-2024-nitro-aluminum-6x12-contractor-trailer-with-black-out-package-barrington-nh-03825-13382488i', None)",20242024 NITRO ALUMINUM 6X12 CONTRACTOR TRAILER WITH BLACK OUT PACKAGE,"$7,699.00",True,You Save $500.00,In Stock,New,07389,12,6,6.5,,,,,,,
"('https://www.onestoptrailershop.com/inventory/2024-haul-about-5x8-cargo-trailer-barn-door-barrington-nh-03825-13382510i', None)",20245x8 cargo trailer barn doorHaul-About,"$3,699.00",False,,In Stock,New,13021,8,5,,,Silver,,,,,
"('https://www.onestoptrailershop.com/inventory/2025-covered-wagon-6x10-enclosed-cargo-trailer-silver-with-black-out-package-barrington-nh-03825-13668218i', None)",20256X10 ENCLOSED CARGO TRAILER SILVER WITH BLACK OUT PACKAGE,"$5,399.00",True,You Save $800.00,In Stock,New,03869,10,6,6.25,,,,,,,
"('https://www.onestoptrailershop.com/inventory/2025-haul-about-85x20-commercial-grade-landscaping-trailer-9990lb-gvwr-barrington-nh-03825-13669620i', None)",20258.5x20 commercial grade landscaping trailer 9990lb gvwrHaul-About,"$14,199.00",True,"You Save $1,550.00",In Stock,New,16485,20,8.5,6.666666666666667,,,,,,,
"('https://www.onestoptrailershop.com/inventory/2025-nitro-85x20-enclosed-cargo-trailer-with-landscaping-package-barrington-nh-03825-13669678i', None)",20258.5x20 enclosed cargo trailer with landscaping packageNitro,"$15,999.00",True,"You Save $1,900.00",In Stock,New,09389,20,8.5,7,,,,,,,
"('https://www.onestoptrailershop.com/inventory/2026-covered-wagon-7x16-extra-height-cargo-trailer-with-e-trac-and-rear-ramp-barrington-nh-03825-13669885i', None)",20267x16 extra height cargo trailer with e trac and rear rampCovered Wagon,"$8,250.00",True,You Save $949.00,In Stock,New,06220,16,7,7,,,,,,,
"('https://www.onestoptrailershop.com/inventory/2025-nitro-65x14-aluminum-utility-trailer-with-aluminum-wheels-barrington-nh-03825-13381934i', None)",20256.5x14 aluminum utility trailer with aluminum wheelsNitro,"$4,399.00",True,You Save $600.00,In Stock,New,09094,14,6.666666666666667,1.5,,,,,,,
"('https://www.onestoptrailershop.com/inventory/2024-high-country-trailers-7x12-flex-haul-tilt-utility-trailer-all-aluminum-barrington-nh-03825-13382604i', None)",20247x12 flex haul tilt utility trailer all aluminumHigh Country Trailers,"$4,299.00",True,"You Save $1,200.00",In Stock,New,23114,12,6.75,1.5,,,,,,,
"('https://www.onestoptrailershop.com/inventory/2026-high-country-trailers-7x16-aluminum-car-haler-flat-bed-trailer-7000lb-gvwr-barrington-nh-03825-13670030i', None)",20267x16 aluminum car haler flat bed trailer 7000lb gvwrHigh Country Trailers,"$6,499.00",True,"You Save $1,300.00",In Stock,New,54303,16,7,1.5,,,,,,,
"('https://www.onestoptrailershop.com/inventory/2026-high-country-trailers-7x20-aluminum-car-hauler-flat-bed-utility-trailer-aluminum-deck-barrington-nh-03825-13670047i', None)",20267x20 aluminum car hauler flat bed utility trailer aluminum deckHigh Country Trailers,"$8,499.00",False,,In Stock,New,54302,20,7,1.6666666666666665,,,,,,,
"('https://www.onestoptrailershop.com/inventory/2026-high-country-trailers-65x14-tandem-axle-aluminum-utility-trailer-barrington-nh-03825-13799869i', None)",20266.5x14 tandem axle aluminum utility trailerHigh Country Trailers,"$5,299.00",False,,In Stock,New,53729,14,6.5,,No,,,,,,
"('https://www.onestoptrailershop.com/inventory/2025-watchdog-7x14-commercial-grade-dump-trailer-14000lb-gvwr-barrington-nh-03825-13381944i', None)","20257x14 Commercial grade dump trailer 14,000lb gvwrWatchdog","$12,499.00",True,"You Save $1,000.00",In Stock,New,54573,14,7,2,,,,,,,
"('https://www.onestoptrailershop.com/inventory/2025-watchdog-7x14-commercial-grade-dump-trailer-14000lb-gvwr-matte-black-barrington-nh-03825-13381965i', None)","20257x14 commercial grade dump trailer 14,000lb gvwr Matte BlackWatchdog","$12,499.00",True,"You Save $1,000.00",In Stock,New,54575,14,7,2,,,,,,,
"('https://www.onestoptrailershop.com/inventory/2026-quality-steel-aluminum-products-llc-7x14-4-foot-high-side-dump-14000lb-gvwr-barrington-nh-03825-13670240i', None)","20267x14 4 foot high side dump 14,000lb gvwrQuality Steel & Aluminum Products, LLC","$10,499.00",True,"You Save $2,200.00",In Stock,New,67201,,,,,black,14000,,,10160,
"('https://www.onestoptrailershop.com/inventory/2026-quality-steel-aluminum-products-llc-7x14-14000lb-gvwr-dump-trailer-with-2-foot-sides-barrington-nh-03825-13670278i', None)","20267x14 14,000lb gvwr dump trailer with 2 foot sidesQuality Steel & Aluminum Products, LLC","$9,499.00",True,"You Save $1,200.00",In Stock,New,67199,14,7,2,,,,,,,
"('https://www.onestoptrailershop.com/inventory/2024-nitro-1012x12-hybrid-snowmobile-trailer-with-mats-guides-barrington-nh-03825-13382615i', None)",20241012x12 hybrid snowmobile trailer with mats & guidesNitro,"$6,799.00",True,"You Save $1,200.00",In Stock,New,06054,12 ft. 0 in.,8 ft. 6 in.,5 ft. 7 in.,,,,,,,
"('https://www.onestoptrailershop.com/inventory/2026-nitro-75x22-xps-4-place-aluminum-snowmobile-trailer-extra-height-will-fit-sxs-utvs-barrington-nh-03825-13734153i', None)",20267.5x22 Xps 4 place aluminum snowmobile trailer extra height will fit sxs utvsNitro,"$18,599.00",False,,In Stock,New,40110,22 ft. 0 in.,7 ft. 6 in.,,No,,,,,,
"('https://www.onestoptrailershop.com/inventory/2026-covered-wagon-5x10-enclosed-cargo-trailer-with-black-out-package-barrington-nh-03825-13710700i', None)",20265x10 enclosed cargo trailer with black out packageCovered Wagon,"$4,599.00",False,,In Stock,New,06225,,,,,Black,,Enclosed,Black,,
